Record_ID,Year,Paper,Row_Number,Source_Raw_Mark_or_Label,B1_Value,B2_Value,Other_Result,Source_File,Source_Region,Original_Row_Text,Visual_Confidence,Verification_Status,Notes
2014_3B_P1_06,2014,3B,6,5,5,5,,2014.JPG,Paper 3B - Part 1,5 | 5,High,Verified,Paper 3B main table
2014_3B_P1_07,2014,3B,7,6,6,6,,2014.JPG,Paper 3B - Part 1,6 | 6,High,Verified,Paper 3B main table
2014_3B_P1_08,2014,3B,8,7,7,6,,2014.JPG,Paper 3B - Part 1,7 | 6,High,Verified,Paper 3B main table
2014_3B_P1_09,2014,3B,9,8,8,7,,2014.JPG,Paper 3B - Part 1,8 | 7,High,Verified,Paper 3B main table
2014_3B_P1_10,2014,3B,10,9,9,7,,2014.JPG,Paper 3B - Part 1,9 | 7,High,Verified,Paper 3B main table
2014_3B_P1_11,2014,3B,11,10,10,8,,2014.JPG,Paper 3B - Part 1,10 | 8,High,Verified,Paper 3B main table
2014_3B_P1_12,2014,3B,12,11,11,8,,2014.JPG,Paper 3B - Part 1,11 | 8,High,Verified,Paper 3B main table
2014_3B_P1_13,2014,3B,13,12,12,8,,2014.JPG,Paper 3B - Part 1,12 | 8,High,Verified,Paper 3B main table
2014_3B_P1_14,2014,3B,14,13,13,9,,2014.JPG,Paper 3B - Part 1,13 | 9,High,Verified,Paper 3B main table
2014_3B_P1_15,2014,3B,15,14,14,9,,2014.JPG,Paper 3B - Part 1,14 | 9,High,Verified,Paper 3B main table
2014_3B_P1_16,2014,3B,16,15,15,10,,2014.JPG,Paper 3B - Part 1,15 | 10,High,Verified,Paper 3B main table
2014_3B_P1_17,2014,3B,17,16,16,10,,2014.JPG,Paper 3B - Part 1,16 | 10,High,Verified,Paper 3B main table
2014_3B_P1_18,2014,3B,18,17,17,11,,2014.JPG,Paper 3B - Part 1,17 | 11,High,Verified,Paper 3B main table
2014_3B_P1_19,2014,3B,19,18,18,11,,2014.JPG,Paper 3B - Part 1,18 | 11,High,Verified,Paper 3B main table
2014_3B_P1_20,2014,3B,20,19,19,11,,2014.JPG,Paper 3B - Part 1,19 | 11,High,Verified,Paper 3B main table
2014_3B_P1_21,2014,3B,21,20,20,12,,2014.JPG,Paper 3B - Part 1,20 | 12,High,Verified,Paper 3B main table
2014_3B_P1_22,2014,3B,22,21,21,12,,2014.JPG,Paper 3B - Part 1,21 | 12,High,Verified,Paper 3B main table
2014_3B_P1_23,2014,3B,23,22,22,12,,2014.JPG,Paper 3B - Part 1,22 | 12,High,Verified,Paper 3B main table
2014_3B_P1_24,2014,3B,24,23,23,13,,2014.JPG,Paper 3B - Part 1,23 | 13,High,Verified,Paper 3B main table
2014_3B_P1_25,2014,3B,25,24,24,13,,2014.JPG,Paper 3B - Part 1,24 | 13,High,Verified,Paper 3B main table
2014_3B_P1_26,2014,3B,26,25,25,13,,2014.JPG,Paper 3B - Part 1,25 | 13,High,Verified,Paper 3B main table
2014_3B_P1_27,2014,3B,27,26,26,14,,2014.JPG,Paper 3B - Part 1,26 | 14,High,Verified,Paper 3B main table
2014_3B_P1_28,2014,3B,28,27,27,15,,2014.JPG,Paper 3B - Part 1,27 | 15,High,Verified,Paper 3B main table
2014_3B_P1_29,2014,3B,29,28,28,15,,2014.JPG,Paper 3B - Part 1,28 | 15,High,Verified,Paper 3B main table
2014_3B_P1_30,2014,3B,30,29,29,16,,2014.JPG,Paper 3B - Part 1,29 | 16,High,Verified,Paper 3B main table
2014_3B_P1_31,2014,3B,31,30,30,16,,2014.JPG,Paper 3B - Part 1,30 | 16,High,Verified,Paper 3B main table
2014_3B_P1_32,2014,3B,32,31,31,17,,2014.JPG,Paper 3B - Part 1,31 | 17,High,Verified,Paper 3B main table
2014_3B_P1_33,2014,3B,33,32,32,17,,2014.JPG,Paper 3B - Part 1,32 | 17,High,Verified,Paper 3B main table
2014_3B_P1_34,2014,3B,34,33,33,18,,2014.JPG,Paper 3B - Part 1,33 | 18,High,Verified,Paper 3B main table
2014_3B_P1_35,2014,3B,35,34,34,19,,2014.JPG,Paper 3B - Part 1,34 | 19,High,Verified,Paper 3B main table
2014_3B_P1_36,2014,3B,36,35,35,20,,2014.JPG,Paper 3B - Part 1,35 | 20,High,Verified,Paper 3B main table
2014_3B_P1_37,2014,3B,37,36,36,20,,2014.JPG,Paper 3B - Part 1,36 | 20,High,Verified,Paper 3B main table
2014_3B_P1_38,2014,3B,38,37,37,21,,2014.JPG,Paper 3B - Part 1,37 | 21,High,Verified,Paper 3B main table
2014_3B_P1_39,2014,3B,39,38,38,22,,2014.JPG,Paper 3B - Part 1,38 | 22,High,Verified,Paper 3B main table
2014_3B_P1_40,2014,3B,40,39,39,23,,2014.JPG,Paper 3B - Part 1,39 | 23,High,Verified,Paper 3B main table
2014_3B_P1_41,2014,3B,41,40,40,24,,2014.JPG,Paper 3B - Part 1,40 | 24,High,Verified,Paper 3B main table
2014_3B_P1_42,2014,3B,42,41,41,25,,2014.JPG,Paper 3B - Part 1,41 | 25,High,Verified,Paper 3B main table
2014_3B_P1_43,2014,3B,43,42,42,26,,2014.JPG,Paper 3B - Part 1,42 | 26,High,Verified,Paper 3B main table
2014_3B_P1_44,2014,3B,44,43,43,27,,2014.JPG,Paper 3B - Part 1,43 | 27,High,Verified,Paper 3B main table
2014_3B_P1_45,2014,3B,45,44,44,28,,2014.JPG,Paper 3B - Part 1,44 | 28,High,Verified,Paper 3B main table
2014_3B_P1_46,2014,3B,46,45,45,29,,2014.JPG,Paper 3B - Part 1,45 | 29,High,Verified,Paper 3B main table
2014_3B_P1_47,2014,3B,47,46,46,30,,2014.JPG,Paper 3B - Part 1,46 | 30,High,Verified,Paper 3B main table
2014_3B_P2_01,2014,3B,48,47,47,31,,2014.JPG,Paper 3B - Part 2,47 | 31,High,Verified,Paper 3B continued table
2014_3B_P2_02,2014,3B,49,48,48,32,,2014.JPG,Paper 3B - Part 2,48 | 32,High,Verified,Paper 3B continued table
2014_3B_P2_03,2014,3B,50,49,49,34,,2014.JPG,Paper 3B - Part 2,49 | 34,High,Verified,Paper 3B continued table
2014_3B_P2_04,2014,3B,51,50,50,35,,2014.JPG,Paper 3B - Part 2,50 | 35,High,Verified,Paper 3B continued table
2014_3B_P2_05,2014,3B,52,51,51,37,,2014.JPG,Paper 3B - Part 2,51 | 37,High,Verified,Paper 3B continued table
2014_3B_P2_06,2014,3B,53,52,52,40,,2014.JPG,Paper 3B - Part 2,52 | 40,High,Verified,Paper 3B continued table
2014_3B_P2_07,2014,3B,54,53,53,43,,2014.JPG,Paper 3B - Part 2,53 | 43,High,Verified,Paper 3B continued table
2014_3B_P2_08,2014,3B,55,54,54,46,,2014.JPG,Paper 3B - Part 2,54 | 46,High,Verified,Paper 3B continued table
2015_1B_000,2015,1B,1,0,0,0,,2015.JPG,Paper 1B Table,0 | 0,High,Verified,1B1 (easier) vs 1B2 (more difficult)
2015_1B_001,2015,1B,2,1,1,0,,2015.JPG,Paper 1B Table,1 | 0,High,Verified,1B1 (easier) vs 1B2 (more difficult)
2015_1B_002,2015,1B,3,2,2,1,,2015.JPG,Paper 1B Table,2 | 1,High,Verified,1B1 (easier) vs 1B2 (more difficult)
2015_1B_003,2015,1B,4,3,3,1,,2015.JPG,Paper 1B Table,3 | 1,High,Verified,1B1 (easier) vs 1B2 (more difficult)
2015_1B_004,2015,1B,5,4,4,2,,2015.JPG,Paper 1B Table,4 | 2,High,Verified,1B1 (easier) vs 1B2 (more difficult)
2015_1B_005,2015,1B,6,5,5,2,,2015.JPG,Paper 1B Table,5 | 2,High,Verified,1B1 (easier) vs 1B2 (more difficult)
2015_1B_006,2015,1B,7,6,6,3,,2015.JPG,Paper 1B Table,6 | 3,High,Verified,1B1 (easier) vs 1B2 (more difficult)
2015_1B_007,2015,1B,8,7,7,3,,2015.JPG,Paper 1B Table,7 | 3,High,Verified,1B1 (easier) vs 1B2 (more difficult)
2015_1B_008,2015,1B,9,8,8,4,,2015.JPG,Paper 1B Table,8 | 4,High,Verified,1B1 (easier) vs 1B2 (more difficult)
2015_1B_009,2015,1B,10,9,9,4,,2015.JPG,Paper 1B Table,9 | 4,High,Verified,1B1 (easier) vs 1B2 (more difficult)
2015_1B_010,2015,1B,11,10,10,5,,2015.JPG,Paper 1B Table,10 | 5,High,Verified,1B1 (easier) vs 1B2 (more difficult)
2015_1B_011,2015,1B,12,11,11,5,,2015.JPG,Paper 1B Table,11 | 5,High,Verified,1B1 (easier) vs 1B2 (more difficult)
2015_1B_012,2015,1B,13,12,12,5,,2015.JPG,Paper 1B Table,12 | 5,High,Verified,1B1 (easier) vs 1B2 (more difficult)
2015_1B_013,2015,1B,14,13,13,5,,2015.JPG,Paper 1B Table,13 | 5,High,Verified,1B1 (easier) vs 1B2 (more difficult)
2015_1B_014,2015,1B,15,14,14,6,,2015.JPG,Paper 1B Table,14 | 6,High,Verified,1B1 (easier) vs 1B2 (more difficult)
2015_1B_015,2015,1B,16,15,15,6,,2015.JPG,Paper 1B Table,15 | 6,High,Verified,1B1 (easier) vs 1B2 (more difficult)
2015_1B_016,2015,1B,17,16,16,6,,2015.JPG,Paper 1B Table,16 | 6,High,Verified,1B1 (easier) vs 1B2 (more difficult)
2015_1B_017,2015,1B,18,17,17,7,,2015.JPG,Paper 1B Table,17 | 7,High,Verified,1B1 (easier) vs 1B2 (more difficult)
2015_1B_018,2015,1B,19,18,18,7,,2015.JPG,Paper 1B Table,18 | 7,High,Verified,1B1 (easier) vs 1B2 (more difficult)
2015_1B_019,2015,1B,20,19,19,7,,2015.JPG,Paper 1B Table,19 | 7,High,Verified,1B1 (easier) vs 1B2 (more difficult)
2015_1B_020,2015,1B,21,20,20,8,,2015.JPG,Paper 1B Table,20 | 8,High,Verified,1B1 (easier) vs 1B2 (more difficult)
2015_1B_021,2015,1B,22,21,21,8,,2015.JPG,Paper 1B Table,21 | 8,High,Verified,1B1 (easier) vs 1B2 (more difficult)
2015_1B_022,2015,1B,23,22,22,8,,2015.JPG,Paper 1B Table,22 | 8,High,Verified,1B1 (easier) vs 1B2 (more difficult)
2015_1B_023,2015,1B,24,23,23,9,,2015.JPG,Paper 1B Table,23 | 9,High,Verified,1B1 (easier) vs 1B2 (more difficult)
2015_1B_024,2015,1B,25,24,24,10,,2015.JPG,Paper 1B Table,24 | 10,High,Verified,1B1 (easier) vs 1B2 (more difficult)
2015_1B_025,2015,1B,26,25,25,10,,2015.JPG,Paper 1B Table,25 | 10,High,Verified,1B1 (easier) vs 1B2 (more difficult)
2015_1B_026,2015,1B,27,26,26,11,,2015.JPG,Paper 1B Table,26 | 11,High,Verified,1B1 (easier) vs 1B2 (more difficult)
2015_1B_027,2015,1B,28,27,27,12,,2015.JPG,Paper 1B Table,27 | 12,High,Verified,1B1 (easier) vs 1B2 (more difficult)
2015_1B_028,2015,1B,29,28,28,13,,2015.JPG,Paper 1B Table,28 | 13,High,Verified,1B1 (easier) vs 1B2 (more difficult)
2015_1B_029,2015,1B,30,29,29,14,,2015.JPG,Paper 1B Table,29 | 14,High,Verified,1B1 (easier) vs 1B2 (more difficult)
2015_1B_030,2015,1B,31,30,30,15,,2015.JPG,Paper 1B Table,30 | 15,High,Verified,1B1 (easier) vs 1B2 (more difficult)
2015_1B_031,2015,1B,32,31,31,16,,2015.JPG,Paper 1B Table,31 | 16,High,Verified,1B1 (easier) vs 1B2 (more difficult)
2015_1B_032,2015,1B,33,32,32,17,,2015.JPG,Paper 1B Table,32 | 17,High,Verified,1B1 (easier) vs 1B2 (more difficult)
2015_1B_033,2015,1B,34,33,33,18,,2015.JPG,Paper 1B Table,33 | 18,High,Verified,1B1 (easier) vs 1B2 (more difficult)
2015_1B_034,2015,1B,35,34,34,20,,2015.JPG,Paper 1B Table,34 | 20,High,Verified,1B1 (easier) vs 1B2 (more difficult)
2015_1B_035,2015,1B,36,35,35,22,,2015.JPG,Paper 1B Table,35 | 22,High,Verified,1B1 (easier) vs 1B2 (more difficult)
2015_1B_036,2015,1B,37,36,36,24,,2015.JPG,Paper 1B Table,36 | 24,High,Verified,1B1 (easier) vs 1B2 (more difficult)
2015_1B_037,2015,1B,38,37,37,29,,2015.JPG,Paper 1B Table,37 | 29,High,Verified,1B1 (easier) vs 1B2 (more difficult)
2015_1B_038,2015,1B,39,38,38,33,,2015.JPG,Paper 1B Table,38 | 33,High,Verified,1B1 (easier) vs 1B2 (more difficult)
2015_1B_039,2015,1B,40,39,39,37,,2015.JPG,Paper 1B Table,39 | 37,High,Verified,1B1 (easier) vs 1B2 (more difficult)
2015_1B_040,2015,1B,41,40,40,40,,2015.JPG,Paper 1B Table,40 | 40,High,Verified,1B1 (easier) vs 1B2 (more difficult)
2015_3B_000,2015,3B,1,0,0,0,,2015.JPG,Paper 3B Table Part 1,0 | 0,High,Verified,3B1 (easier) vs 3B2 (more difficult)
2015_3B_001,2015,3B,2,1,1,0,,2015.JPG,Paper 3B Table Part 1,1 | 0,High,Verified,3B1 (easier) vs 3B2 (more difficult)
2015_3B_002,2015,3B,3,2,2,1,,2015.JPG,Paper 3B Table Part 1,2 | 1,High,Verified,3B1 (easier) vs 3B2 (more difficult)
2015_3B_003,2015,3B,4,3,3,1,,2015.JPG,Paper 3B Table Part 1,3 | 1,High,Verified,3B1 (easier) vs 3B2 (more difficult)
2015_3B_004,2015,3B,5,4,4,1,,2015.JPG,Paper 3B Table Part 1,4 | 1,High,Verified,3B1 (easier) vs 3B2 (more difficult)
2015_3B_005,2015,3B,6,5,5,2,,2015.JPG,Paper 3B Table Part 1,5 | 2,High,Verified,3B1 (easier) vs 3B2 (more difficult)
2015_3B_006,2015,3B,7,6,6,2,,2015.JPG,Paper 3B Table Part 1,6 | 2,High,Verified,3B1 (easier) vs 3B2 (more difficult)
2015_3B_007,2015,3B,8,7,7,2,,2015.JPG,Paper 3B Table Part 1,7 | 2,High,Verified,3B1 (easier) vs 3B2 (more difficult)
2015_3B_008,2015,3B,9,8,8,2,,2015.JPG,Paper 3B Table Part 1,8 | 2,High,Verified,3B1 (easier) vs 3B2 (more difficult)
2015_3B_009,2015,3B,10,9,9,3,,2015.JPG,Paper 3B Table Part 1,9 | 3,High,Verified,3B1 (easier) vs 3B2 (more difficult)
2015_3B_010,2015,3B,11,10,10,3,,2015.JPG,Paper 3B Table Part 1,10 | 3,High,Verified,3B1 (easier) vs 3B2 (more difficult)
2015_3B_011,2015,3B,12,11,11,3,,2015.JPG,Paper 3B Table Part 1,11 | 3,High,Verified,3B1 (easier) vs 3B2 (more difficult)
2015_3B_012,2015,3B,13,12,12,3,,2015.JPG,Paper 3B Table Part 1,12 | 3,High,Verified,3B1 (easier) vs 3B2 (more difficult)
2015_3B_013,2015,3B,14,13,13,4,,2015.JPG,Paper 3B Table Part 1,13 | 4,High,Verified,3B1 (easier) vs 3B2 (more difficult)
2015_3B_014,2015,3B,15,14,14,4,,2015.JPG,Paper 3B Table Part 1,14 | 4,High,Verified,3B1 (easier) vs 3B2 (more difficult)
2015_3B_015,2015,3B,16,15,15,4,,2015.JPG,Paper 3B Table Part 1,15 | 4,High,Verified,3B1 (easier) vs 3B2 (more difficult)
2015_3B_016,2015,3B,17,16,16,4,,2015.JPG,Paper 3B Table Part 1,16 | 4,High,Verified,3B1 (easier) vs 3B2 (more difficult)
2015_3B_017,2015,3B,18,17,17,5,,2015.JPG,Paper 3B Table Part 1,17 | 5,High,Verified,3B1 (easier) vs 3B2 (more difficult)
2015_3B_018,2015,3B,19,18,18,5,,2015.JPG,Paper 3B Table Part 1,18 | 5,High,Verified,3B1 (easier) vs 3B2 (more difficult)
2015_3B_019,2015,3B,20,19,19,5,,2015.JPG,Paper 3B Table Part 1,19 | 5,High,Verified,3B1 (easier) vs 3B2 (more difficult)
2015_3B_020,2015,3B,21,20,20,6,,2015.JPG,Paper 3B Table Part 1,20 | 6,High,Verified,3B1 (easier) vs 3B2 (more difficult)
2015_3B_021,2015,3B,22,21,21,6,,2015.JPG,Paper 3B Table Part 1,21 | 6,High,Verified,3B1 (easier) vs 3B2 (more difficult)
2015_3B_022,2015,3B,23,22,22,7,,2015.JPG,Paper 3B Table Part 1,22 | 7,High,Verified,3B1 (easier) vs 3B2 (more difficult)
2015_3B_023,2015,3B,24,23,23,7,,2015.JPG,Paper 3B Table Part 1,23 | 7,High,Verified,3B1 (easier) vs 3B2 (more difficult)
2015_3B_024,2015,3B,25,24,24,7,,2015.JPG,Paper 3B Table Part 1,24 | 7,High,Verified,3B1 (easier) vs 3B2 (more difficult)
2015_3B_025,2015,3B,26,25,25,8,,2015.JPG,Paper 3B Table Part 1,25 | 8,High,Verified,3B1 (easier) vs 3B2 (more difficult)
2015_3B_026,2015,3B,27,26,26,8,,2015.JPG,Paper 3B Table Part 1,26 | 8,High,Verified,3B1 (easier) vs 3B2 (more difficult)
2015_3B_027,2015,3B,28,27,27,9,,2015.JPG,Paper 3B Table Part 1,27 | 9,High,Verified,3B1 (easier) vs 3B2 (more difficult)
2015_3B_028,2015,3B,29,28,28,10,,2015.JPG,Paper 3B Table Part 1,28 | 10,High,Verified,3B1 (easier) vs 3B2 (more difficult)
2015_3B_029,2015,3B,30,29,29,10,,2015.JPG,Paper 3B Table Part 1,29 | 10,High,Verified,3B1 (easier) vs 3B2 (more difficult)
2015_3B_030,2015,3B,31,30,30,11,,2015.JPG,Paper 3B Table Part 1,30 | 11,High,Verified,3B1 (easier) vs 3B2 (more difficult)
2015_3B_031,2015,3B,32,31,31,12,,2015.JPG,Paper 3B Table Part 1,31 | 12,High,Verified,3B1 (easier) vs 3B2 (more difficult)
2015_3B_032,2015,3B,33,32,32,13,,2015.JPG,Paper 3B Table Part 1,32 | 13,High,Verified,3B1 (easier) vs 3B2 (more difficult)
2015_3B_033,2015,3B,34,33,33,13,,2015.JPG,Paper 3B Table Part 1,33 | 13,High,Verified,3B1 (easier) vs 3B2 (more difficult)
2015_3B_034,2015,3B,35,34,34,14,,2015.JPG,Paper 3B Table Part 1,34 | 14,High,Verified,3B1 (easier) vs 3B2 (more difficult)
2015_3B_035,2015,3B,36,35,35,15,,2015.JPG,Paper 3B Table Part 1,35 | 15,High,Verified,3B1 (easier) vs 3B2 (more difficult)
2015_3B_036,2015,3B,37,36,36,16,,2015.JPG,Paper 3B Table Part 1,36 | 16,High,Verified,3B1 (easier) vs 3B2 (more difficult)
2015_3B_037,2015,3B,38,37,37,17,,2015.JPG,Paper 3B Table Part 1,37 | 17,High,Verified,3B1 (easier) vs 3B2 (more difficult)
2015_3B_038,2015,3B,39,38,38,18,,2015.JPG,Paper 3B Table Part 1,38 | 18,High,Verified,3B1 (easier) vs 3B2 (more difficult)
2015_3B_039,2015,3B,40,39,39,19,,2015.JPG,Paper 3B Table Part 1,39 | 19,High,Verified,3B1 (easier) vs 3B2 (more difficult)
2015_3B_040,2015,3B,41,40,40,20,,2015.JPG,Paper 3B Table Part 1,40 | 20,High,Verified,3B1 (easier) vs 3B2 (more difficult)
2015_3B_041,2015,3B,42,41,41,21,,2015.JPG,Paper 3B Table Part 1,41 | 21,High,Verified,3B1 (easier) vs 3B2 (more difficult)
2015_3B_042,2015,3B,43,42,42,22,,2015.JPG,Paper 3B Table Part 1,42 | 22,High,Verified,3B1 (easier) vs 3B2 (more difficult)
2015_3B_043,2015,3B,44,43,43,23,,2015.JPG,Paper 3B Table Part 1,43 | 23,High,Verified,3B1 (easier) vs 3B2 (more difficult)
2015_3B_044,2015,3B,45,44,44,24,,2015.JPG,Paper 3B Table Part 1,44 | 24,High,Verified,3B1 (easier) vs 3B2 (more difficult)
2015_3B_045,2015,3B,46,45,45,25,,2015.JPG,Paper 3B Table Part 1,45 | 25,High,Verified,3B1 (easier) vs 3B2 (more difficult)
2015_3B_046,2015,3B,47,46,46,26,,2015.JPG,Paper 3B Table Part 1,46 | 26,High,Verified,3B1 (easier) vs 3B2 (more difficult)
2015_3B_047,2015,3B,48,47,47,28,,2015.JPG,Paper 3B Table Part 2,47 | 28,High,Verified,3B1 (easier) vs 3B2 (more difficult)
2015_3B_048,2015,3B,49,48,48,30,,2015.JPG,Paper 3B Table Part 2,48 | 30,High,Verified,3B1 (easier) vs 3B2 (more difficult)
2015_3B_049,2015,3B,50,49,49,32,,2015.JPG,Paper 3B Table Part 2,49 | 32,High,Verified,3B1 (easier) vs 3B2 (more difficult)
2015_3B_050,2015,3B,51,50,50,34,,2015.JPG,Paper 3B Table Part 2,50 | 34,High,Verified,3B1 (easier) vs 3B2 (more difficult)
2015_3B_051,2015,3B,52,51,51,36,,2015.JPG,Paper 3B Table Part 2,51 | 36,High,Verified,3B1 (easier) vs 3B2 (more difficult)
2015_3B_052,2015,3B,53,52,52,39,,2015.JPG,Paper 3B Table Part 2,52 | 39,High,Verified,3B1 (easier) vs 3B2 (more difficult)
2015_3B_053,2015,3B,54,53,53,45,,2015.JPG,Paper 3B Table Part 2,53 | 45,High,Verified,3B1 (easier) vs 3B2 (more difficult)
2015_3B_054,2015,3B,55,54,54,54,,2015.JPG,Paper 3B Table Part 2,54 | 54,High,Verified,3B1 (easier) vs 3B2 (more difficult)
2016_P1B_001,2016,1B,1,0,0,0,,2016.JPG,Table 1 (Paper 1B),"0, 0",High,Verified,
2016_P1B_002,2016,1B,2,1,1,0,,2016.JPG,Table 1 (Paper 1B),"1, 0",High,Verified,
2016_P1B_003,2016,1B,3,2,2,1,,2016.JPG,Table 1 (Paper 1B),"2, 1",High,Verified,
2016_P1B_004,2016,1B,4,3,3,1,,2016.JPG,Table 1 (Paper 1B),"3, 1",High,Verified,
2016_P1B_005,2016,1B,5,4,4,2,,2016.JPG,Table 1 (Paper 1B),"4, 2",High,Verified,
2016_P1B_006,2016,1B,6,5,5,2,,2016.JPG,Table 1 (Paper 1B),"5, 2",High,Verified,
2016_P1B_007,2016,1B,7,6,6,3,,2016.JPG,Table 1 (Paper 1B),"6, 3",High,Verified,
2016_P1B_008,2016,1B,8,7,7,3,,2016.JPG,Table 1 (Paper 1B),"7, 3",High,Verified,
2016_P1B_009,2016,1B,9,8,8,4,,2016.JPG,Table 1 (Paper 1B),"8, 4",High,Verified,
2016_P1B_010,2016,1B,10,9,9,4,,2016.JPG,Table 1 (Paper 1B),"9, 4",High,Verified,
2016_P1B_011,2016,1B,11,10,10,5,,2016.JPG,Table 1 (Paper 1B),"10, 5",High,Verified,
2016_P1B_012,2016,1B,12,11,11,5,,2016.JPG,Table 1 (Paper 1B),"11, 5",High,Verified,
2016_P1B_013,2016,1B,13,12,12,6,,2016.JPG,Table 1 (Paper 1B),"12, 6",High,Verified,
2016_P1B_014,2016,1B,14,13,13,6,,2016.JPG,Table 1 (Paper 1B),"13, 6",High,Verified,
2016_P1B_015,2016,1B,15,14,14,7,,2016.JPG,Table 1 (Paper 1B),"14, 7",High,Verified,
2016_P1B_016,2016,1B,16,15,15,7,,2016.JPG,Table 1 (Paper 1B),"15, 7",High,Verified,
2016_P1B_017,2016,1B,17,16,16,8,,2016.JPG,Table 1 (Paper 1B),"16, 8",High,Verified,
2016_P1B_018,2016,1B,18,17,17,8,,2016.JPG,Table 1 (Paper 1B),"17, 8",High,Verified,
2016_P1B_019,2016,1B,19,18,18,9,,2016.JPG,Table 1 (Paper 1B),"18, 9",High,Verified,
2016_P1B_020,2016,1B,20,19,19,9,,2016.JPG,Table 1 (Paper 1B),"19, 9",High,Verified,
2016_P1B_021,2016,1B,21,20,20,10,,2016.JPG,Table 1 (Paper 1B),"20, 10",High,Verified,
2016_P1B_022,2016,1B,22,21,21,10,,2016.JPG,Table 1 (Paper 1B),"21, 10",High,Verified,
2016_P1B_023,2016,1B,23,22,22,11,,2016.JPG,Table 1 (Paper 1B),"22, 11",High,Verified,
2016_P1B_024,2016,1B,24,23,23,12,,2016.JPG,Table 1 (Paper 1B),"23, 12",High,Verified,
2016_P1B_025,2016,1B,25,24,24,13,,2016.JPG,Table 1 (Paper 1B),"24, 13",High,Verified,
2016_P1B_026,2016,1B,26,25,25,13,,2016.JPG,Table 1 (Paper 1B),"25, 13",High,Verified,
2016_P1B_027,2016,1B,27,26,26,14,,2016.JPG,Table 1 (Paper 1B),"26, 14",High,Verified,
2016_P1B_028,2016,1B,28,27,27,15,,2016.JPG,Table 1 (Paper 1B),"27, 15",High,Verified,
2016_P1B_029,2016,1B,29,28,28,16,,2016.JPG,Table 1 (Paper 1B),"28, 16",High,Verified,
2016_P1B_030,2016,1B,30,29,29,17,,2016.JPG,Table 1 (Paper 1B),"29, 17",High,Verified,
2016_P1B_031,2016,1B,31,30,30,19,,2016.JPG,Table 1 (Paper 1B),"30, 19",High,Verified,
2016_P1B_032,2016,1B,32,31,31,19,,2016.JPG,Table 1 (Paper 1B),"31, 19",High,Verified,
2016_P1B_033,2016,1B,33,32,32,21,,2016.JPG,Table 1 (Paper 1B),"32, 21",High,Verified,
2016_P1B_034,2016,1B,34,33,33,22,,2016.JPG,Table 1 (Paper 1B),"33, 22",High,Verified,
2016_P1B_035,2016,1B,35,34,34,23,,2016.JPG,Table 1 (Paper 1B),"34, 23",High,Verified,
2016_P1B_036,2016,1B,36,35,35,24,,2016.JPG,Table 1 (Paper 1B),"35, 24",High,Verified,
2016_P1B_037,2016,1B,37,36,36,26,,2016.JPG,Table 1 (Paper 1B),"36, 26",High,Verified,
2016_P1B_038,2016,1B,38,37,37,28,,2016.JPG,Table 1 (Paper 1B),"37, 28",High,Verified,
2016_P1B_039,2016,1B,39,38,38,30,,2016.JPG,Table 1 (Paper 1B),"38, 30",High,Verified,
2016_P1B_040,2016,1B,40,39,39,32,,2016.JPG,Table 1 (Paper 1B),"39, 32",High,Verified,
2016_P1B_041,2016,1B,41,40,40,34,,2016.JPG,Table 1 (Paper 1B),"40, 34",High,Verified,
2016_P1B_042,2016,1B,42,41,41,37,,2016.JPG,Table 1 (Paper 1B),"41, 37",High,Verified,
2016_P1B_043,2016,1B,43,42,42,39,,2016.JPG,Table 1 (Paper 1B),"42, 39",High,Verified,
2016_P1B_044,2016,1B,44,43,43,41,,2016.JPG,Table 1 (Paper 1B),"43, 41",High,Verified,
2016_P3B_001,2016,3B,1,0,0,0,,2016.JPG,Table 2 (Paper 3B Part 1),"0, 0",High,Verified,
2016_P3B_002,2016,3B,2,1,1,1,,2016.JPG,Table 2 (Paper 3B Part 1),"1, 1",High,Verified,
2016_P3B_003,2016,3B,3,2,2,2,,2016.JPG,Table 2 (Paper 3B Part 1),"2, 2",High,Verified,
2016_P3B_004,2016,3B,4,3,3,2,,2016.JPG,Table 2 (Paper 3B Part 1),"3, 2",High,Verified,
2016_P3B_005,2016,3B,5,4,4,2,,2016.JPG,Table 2 (Paper 3B Part 1),"4, 2",High,Verified,
2016_P3B_006,2016,3B,6,5,5,2,,2016.JPG,Table 2 (Paper 3B Part 1),"5, 2",High,Verified,
2016_P3B_007,2016,3B,7,6,6,2,,2016.JPG,Table 2 (Paper 3B Part 1),"6, 2",High,Verified,
2016_P3B_008,2016,3B,8,7,7,3,,2016.JPG,Table 2 (Paper 3B Part 1),"7, 3",High,Verified,
2016_P3B_009,2016,3B,9,8,8,3,,2016.JPG,Table 2 (Paper 3B Part 1),"8, 3",High,Verified,
2016_P3B_010,2016,3B,10,9,9,3,,2016.JPG,Table 2 (Paper 3B Part 1),"9, 3",High,Verified,
2016_P3B_011,2016,3B,11,10,10,4,,2016.JPG,Table 2 (Paper 3B Part 1),"10, 4",High,Verified,
2016_P3B_012,2016,3B,12,11,11,4,,2016.JPG,Table 2 (Paper 3B Part 1),"11, 4",High,Verified,
2016_P3B_013,2016,3B,13,12,12,4,,2016.JPG,Table 2 (Paper 3B Part 1),"12, 4",High,Verified,
2016_P3B_014,2016,3B,14,13,13,5,,2016.JPG,Table 2 (Paper 3B Part 1),"13, 5",High,Verified,
